source_row,participant_id,condition,domain,position,metric,question_number,question_text,score
22,A023,control,Output,3,Output_Q3,22,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,5
23,A021,control,Output,3,Output_Q3,22,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,6
24,A022,control,Output,3,Output_Q3,22,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,5
25,A029,control,Output,3,Output_Q3,22,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,2
26,A028,control,Output,3,Output_Q3,22,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,6
27,A027,control,Output,3,Output_Q3,22,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,5
2,A001,med,Reading,1,Reading_Q1,3,映像の表面的な描写だけでなく、背後にある意図やテーマまで読み取ろうとした。,7
3,A002,med,Reading,1,Reading_Q1,3,映像の表面的な描写だけでなく、背後にある意図やテーマまで読み取ろうとした。,6
4,A003,med,Reading,1,Reading_Q1,3,映像の表面的な描写だけでなく、背後にある意図やテーマまで読み取ろうとした。,7
5,A004,med,Reading,1,Reading_Q1,3,映像の表面的な描写だけでなく、背後にある意図やテーマまで読み取ろうとした。,5
6,A005,med,Reading,1,Reading_Q1,3,映像の表面的な描写だけでなく、背後にある意図やテーマまで読み取ろうとした。,5
7,A010,med,Reading,1,Reading_Q1,3,映像の表面的な描写だけでなく、背後にある意図やテーマまで読み取ろうとした。,5
8,A006,med,Reading,1,Reading_Q1,3,映像の表面的な描写だけでなく、背後にある意図やテーマまで読み取ろうとした。,5
9,A007,med,Reading,1,Reading_Q1,3,映像の表面的な描写だけでなく、背後にある意図やテーマまで読み取ろうとした。,5
10,A009,med,Reading,1,Reading_Q1,3,映像の表面的な描写だけでなく、背後にある意図やテーマまで読み取ろうとした。,3
11,A008,med,Reading,1,Reading_Q1,3,映像の表面的な描写だけでなく、背後にある意図やテーマまで読み取ろうとした。,5
12,A015,med,Reading,1,Reading_Q1,3,映像の表面的な描写だけでなく、背後にある意図やテーマまで読み取ろうとした。,2
13,A011,med,Reading,1,Reading_Q1,3,映像の表面的な描写だけでなく、背後にある意図やテーマまで読み取ろうとした。,4
14,A012,med,Reading,1,Reading_Q1,3,映像の表面的な描写だけでなく、背後にある意図やテーマまで読み取ろうとした。,1
15,A013,med,Reading,1,Reading_Q1,3,映像の表面的な描写だけでなく、背後にある意図やテーマまで読み取ろうとした。,4
16,A020,med,Reading,1,Reading_Q1,3,映像の表面的な描写だけでなく、背後にある意図やテーマまで読み取ろうとした。,4
17,A018,med,Reading,1,Reading_Q1,3,映像の表面的な描写だけでなく、背後にある意図やテーマまで読み取ろうとした。,2
18,A016,med,Reading,1,Reading_Q1,3,映像の表面的な描写だけでなく、背後にある意図やテーマまで読み取ろうとした。,5
19,A019,med,Reading,1,Reading_Q1,3,映像の表面的な描写だけでなく、背後にある意図やテーマまで読み取ろうとした。,2
20,A025,med,Reading,1,Reading_Q1,3,映像の表面的な描写だけでなく、背後にある意図やテーマまで読み取ろうとした。,3
21,A024,med,Reading,1,Reading_Q1,3,映像の表面的な描写だけでなく、背後にある意図やテーマまで読み取ろうとした。,6
22,A023,med,Reading,1,Reading_Q1,3,映像の表面的な描写だけでなく、背後にある意図やテーマまで読み取ろうとした。,2
23,A021,med,Reading,1,Reading_Q1,3,映像の表面的な描写だけでなく、背後にある意図やテーマまで読み取ろうとした。,5
24,A022,med,Reading,1,Reading_Q1,3,映像の表面的な描写だけでなく、背後にある意図やテーマまで読み取ろうとした。,6
25,A029,med,Reading,1,Reading_Q1,3,映像の表面的な描写だけでなく、背後にある意図やテーマまで読み取ろうとした。,3
26,A028,med,Reading,1,Reading_Q1,3,映像の表面的な描写だけでなく、背後にある意図やテーマまで読み取ろうとした。,6
27,A027,med,Reading,1,Reading_Q1,3,映像の表面的な描写だけでなく、背後にある意図やテーマまで読み取ろうとした。,5
2,A001,med,Reading,2,Reading_Q2,4,映像をただ受動的に眺めるのではなく、疑問や仮説を持ちながら視聴した。,5
3,A002,med,Reading,2,Reading_Q2,4,映像をただ受動的に眺めるのではなく、疑問や仮説を持ちながら視聴した。,6
4,A003,med,Reading,2,Reading_Q2,4,映像をただ受動的に眺めるのではなく、疑問や仮説を持ちながら視聴した。,5
5,A004,med,Reading,2,Reading_Q2,4,映像をただ受動的に眺めるのではなく、疑問や仮説を持ちながら視聴した。,5
6,A005,med,Reading,2,Reading_Q2,4,映像をただ受動的に眺めるのではなく、疑問や仮説を持ちながら視聴した。,5
7,A010,med,Reading,2,Reading_Q2,4,映像をただ受動的に眺めるのではなく、疑問や仮説を持ちながら視聴した。,3
8,A006,med,Reading,2,Reading_Q2,4,映像をただ受動的に眺めるのではなく、疑問や仮説を持ちながら視聴した。,6
9,A007,med,Reading,2,Reading_Q2,4,映像をただ受動的に眺めるのではなく、疑問や仮説を持ちながら視聴した。,4
10,A009,med,Reading,2,Reading_Q2,4,映像をただ受動的に眺めるのではなく、疑問や仮説を持ちながら視聴した。,2
11,A008,med,Reading,2,Reading_Q2,4,映像をただ受動的に眺めるのではなく、疑問や仮説を持ちながら視聴した。,6
12,A015,med,Reading,2,Reading_Q2,4,映像をただ受動的に眺めるのではなく、疑問や仮説を持ちながら視聴した。,5
13,A011,med,Reading,2,Reading_Q2,4,映像をただ受動的に眺めるのではなく、疑問や仮説を持ちながら視聴した。,2
14,A012,med,Reading,2,Reading_Q2,4,映像をただ受動的に眺めるのではなく、疑問や仮説を持ちながら視聴した。,2
15,A013,med,Reading,2,Reading_Q2,4,映像をただ受動的に眺めるのではなく、疑問や仮説を持ちながら視聴した。,4
16,A020,med,Reading,2,Reading_Q2,4,映像をただ受動的に眺めるのではなく、疑問や仮説を持ちながら視聴した。,2
17,A018,med,Reading,2,Reading_Q2,4,映像をただ受動的に眺めるのではなく、疑問や仮説を持ちながら視聴した。,1
18,A016,med,Reading,2,Reading_Q2,4,映像をただ受動的に眺めるのではなく、疑問や仮説を持ちながら視聴した。,5
19,A019,med,Reading,2,Reading_Q2,4,映像をただ受動的に眺めるのではなく、疑問や仮説を持ちながら視聴した。,5
20,A025,med,Reading,2,Reading_Q2,4,映像をただ受動的に眺めるのではなく、疑問や仮説を持ちながら視聴した。,5
21,A024,med,Reading,2,Reading_Q2,4,映像をただ受動的に眺めるのではなく、疑問や仮説を持ちながら視聴した。,5
22,A023,med,Reading,2,Reading_Q2,4,映像をただ受動的に眺めるのではなく、疑問や仮説を持ちながら視聴した。,2
23,A021,med,Reading,2,Reading_Q2,4,映像をただ受動的に眺めるのではなく、疑問や仮説を持ちながら視聴した。,5
24,A022,med,Reading,2,Reading_Q2,4,映像をただ受動的に眺めるのではなく、疑問や仮説を持ちながら視聴した。,5
25,A029,med,Reading,2,Reading_Q2,4,映像をただ受動的に眺めるのではなく、疑問や仮説を持ちながら視聴した。,2
26,A028,med,Reading,2,Reading_Q2,4,映像をただ受動的に眺めるのではなく、疑問や仮説を持ちながら視聴した。,7
27,A027,med,Reading,2,Reading_Q2,4,映像をただ受動的に眺めるのではなく、疑問や仮説を持ちながら視聴した。,5
2,A001,med,Reading,3,Reading_Q3,5,登場人物の細かい表情や背景の演出など、細部の情報まで注意を払って視聴した。,3
3,A002,med,Reading,3,Reading_Q3,5,登場人物の細かい表情や背景の演出など、細部の情報まで注意を払って視聴した。,5
4,A003,med,Reading,3,Reading_Q3,5,登場人物の細かい表情や背景の演出など、細部の情報まで注意を払って視聴した。,4
5,A004,med,Reading,3,Reading_Q3,5,登場人物の細かい表情や背景の演出など、細部の情報まで注意を払って視聴した。,2
6,A005,med,Reading,3,Reading_Q3,5,登場人物の細かい表情や背景の演出など、細部の情報まで注意を払って視聴した。,3
7,A010,med,Reading,3,Reading_Q3,5,登場人物の細かい表情や背景の演出など、細部の情報まで注意を払って視聴した。,3
8,A006,med,Reading,3,Reading_Q3,5,登場人物の細かい表情や背景の演出など、細部の情報まで注意を払って視聴した。,6
9,A007,med,Reading,3,Reading_Q3,5,登場人物の細かい表情や背景の演出など、細部の情報まで注意を払って視聴した。,5
10,A009,med,Reading,3,Reading_Q3,5,登場人物の細かい表情や背景の演出など、細部の情報まで注意を払って視聴した。,2
11,A008,med,Reading,3,Reading_Q3,5,登場人物の細かい表情や背景の演出など、細部の情報まで注意を払って視聴した。,5
12,A015,med,Reading,3,Reading_Q3,5,登場人物の細かい表情や背景の演出など、細部の情報まで注意を払って視聴した。,2
13,A011,med,Reading,3,Reading_Q3,5,登場人物の細かい表情や背景の演出など、細部の情報まで注意を払って視聴した。,4
14,A012,med,Reading,3,Reading_Q3,5,登場人物の細かい表情や背景の演出など、細部の情報まで注意を払って視聴した。,2
15,A013,med,Reading,3,Reading_Q3,5,登場人物の細かい表情や背景の演出など、細部の情報まで注意を払って視聴した。,1
16,A020,med,Reading,3,Reading_Q3,5,登場人物の細かい表情や背景の演出など、細部の情報まで注意を払って視聴した。,6
17,A018,med,Reading,3,Reading_Q3,5,登場人物の細かい表情や背景の演出など、細部の情報まで注意を払って視聴した。,1
18,A016,med,Reading,3,Reading_Q3,5,登場人物の細かい表情や背景の演出など、細部の情報まで注意を払って視聴した。,2
19,A019,med,Reading,3,Reading_Q3,5,登場人物の細かい表情や背景の演出など、細部の情報まで注意を払って視聴した。,5
20,A025,med,Reading,3,Reading_Q3,5,登場人物の細かい表情や背景の演出など、細部の情報まで注意を払って視聴した。,3
21,A024,med,Reading,3,Reading_Q3,5,登場人物の細かい表情や背景の演出など、細部の情報まで注意を払って視聴した。,6
22,A023,med,Reading,3,Reading_Q3,5,登場人物の細かい表情や背景の演出など、細部の情報まで注意を払って視聴した。,5
23,A021,med,Reading,3,Reading_Q3,5,登場人物の細かい表情や背景の演出など、細部の情報まで注意を払って視聴した。,4
24,A022,med,Reading,3,Reading_Q3,5,登場人物の細かい表情や背景の演出など、細部の情報まで注意を払って視聴した。,5
25,A029,med,Reading,3,Reading_Q3,5,登場人物の細かい表情や背景の演出など、細部の情報まで注意を払って視聴した。,2
26,A028,med,Reading,3,Reading_Q3,5,登場人物の細かい表情や背景の演出など、細部の情報まで注意を払って視聴した。,7
27,A027,med,Reading,3,Reading_Q3,5,登場人物の細かい表情や背景の演出など、細部の情報まで注意を払って視聴した。,5
2,A001,med,Output,1,Output_Q1,6,どこかで聞いたような言葉ではなく、自分自身の言葉で考えを表現しようと努めた。,7
3,A002,med,Output,1,Output_Q1,6,どこかで聞いたような言葉ではなく、自分自身の言葉で考えを表現しようと努めた。,5
4,A003,med,Output,1,Output_Q1,6,どこかで聞いたような言葉ではなく、自分自身の言葉で考えを表現しようと努めた。,5
5,A004,med,Output,1,Output_Q1,6,どこかで聞いたような言葉ではなく、自分自身の言葉で考えを表現しようと努めた。,3
6,A005,med,Output,1,Output_Q1,6,どこかで聞いたような言葉ではなく、自分自身の言葉で考えを表現しようと努めた。,7
7,A010,med,Output,1,Output_Q1,6,どこかで聞いたような言葉ではなく、自分自身の言葉で考えを表現しようと努めた。,6
8,A006,med,Output,1,Output_Q1,6,どこかで聞いたような言葉ではなく、自分自身の言葉で考えを表現しようと努めた。,4
9,A007,med,Output,1,Output_Q1,6,どこかで聞いたような言葉ではなく、自分自身の言葉で考えを表現しようと努めた。,6
10,A009,med,Output,1,Output_Q1,6,どこかで聞いたような言葉ではなく、自分自身の言葉で考えを表現しようと努めた。,3
11,A008,med,Output,1,Output_Q1,6,どこかで聞いたような言葉ではなく、自分自身の言葉で考えを表現しようと努めた。,3
12,A015,med,Output,1,Output_Q1,6,どこかで聞いたような言葉ではなく、自分自身の言葉で考えを表現しようと努めた。,5
13,A011,med,Output,1,Output_Q1,6,どこかで聞いたような言葉ではなく、自分自身の言葉で考えを表現しようと努めた。,4
14,A012,med,Output,1,Output_Q1,6,どこかで聞いたような言葉ではなく、自分自身の言葉で考えを表現しようと努めた。,6
15,A013,med,Output,1,Output_Q1,6,どこかで聞いたような言葉ではなく、自分自身の言葉で考えを表現しようと努めた。,6
16,A020,med,Output,1,Output_Q1,6,どこかで聞いたような言葉ではなく、自分自身の言葉で考えを表現しようと努めた。,7
17,A018,med,Output,1,Output_Q1,6,どこかで聞いたような言葉ではなく、自分自身の言葉で考えを表現しようと努めた。,5
18,A016,med,Output,1,Output_Q1,6,どこかで聞いたような言葉ではなく、自分自身の言葉で考えを表現しようと努めた。,5
19,A019,med,Output,1,Output_Q1,6,どこかで聞いたような言葉ではなく、自分自身の言葉で考えを表現しようと努めた。,5
20,A025,med,Output,1,Output_Q1,6,どこかで聞いたような言葉ではなく、自分自身の言葉で考えを表現しようと努めた。,5
21,A024,med,Output,1,Output_Q1,6,どこかで聞いたような言葉ではなく、自分自身の言葉で考えを表現しようと努めた。,7
22,A023,med,Output,1,Output_Q1,6,どこかで聞いたような言葉ではなく、自分自身の言葉で考えを表現しようと努めた。,4
23,A021,med,Output,1,Output_Q1,6,どこかで聞いたような言葉ではなく、自分自身の言葉で考えを表現しようと努めた。,6
24,A022,med,Output,1,Output_Q1,6,どこかで聞いたような言葉ではなく、自分自身の言葉で考えを表現しようと努めた。,5
25,A029,med,Output,1,Output_Q1,6,どこかで聞いたような言葉ではなく、自分自身の言葉で考えを表現しようと努めた。,5
26,A028,med,Output,1,Output_Q1,6,どこかで聞いたような言葉ではなく、自分自身の言葉で考えを表現しようと努めた。,7
27,A027,med,Output,1,Output_Q1,6,どこかで聞いたような言葉ではなく、自分自身の言葉で考えを表現しようと努めた。,3
2,A001,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,7
3,A002,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,5
4,A003,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,6
5,A004,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,6
6,A005,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,7
7,A010,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,6
8,A006,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,7
9,A007,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,6
10,A009,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,5
11,A008,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,5
12,A015,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,6
13,A011,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,2
14,A012,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,4
15,A013,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,3
16,A020,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,5
17,A018,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,3
18,A016,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,4
19,A019,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,6
20,A025,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,5
21,A024,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,7
22,A023,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,4
23,A021,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,6
24,A022,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,6
25,A029,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,6
26,A028,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,7
27,A027,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,3
2,A001,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,3
3,A002,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,7
4,A003,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,6
5,A004,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,3
6,A005,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,3
7,A010,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,3
8,A006,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,6
9,A007,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,5
10,A009,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,3
11,A008,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,4
12,A015,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,5
13,A011,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,5
14,A012,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,3
15,A013,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,5
16,A020,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,5
17,A018,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,2
18,A016,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,5
19,A019,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,7
20,A025,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,5
21,A024,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,4
22,A023,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,5
23,A021,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,5
24,A022,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,4
25,A029,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,1
26,A028,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,6
27,A027,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,5
